ID	REFSEQ	GENE_SYMBOL	GENE_NAME	ENSEMBL_ID	ENSEMBL_GENE_ID	ENTREZ_ID
A_33_P3238290	NM_080829	FAM65C	family with sequence similarity 65, member C	ENST00000045083	ENSG00000042062	140876
A_23_P99891	NM_022566	MESDC1	mesoderm development candidate 1	ENST00000267984	ENSG00000140406	59274
A_21_P0008067	NA	XLOC_010399	NA	NA	NA	NA
A_23_P430670	NM_024533	CHST5	carbohydrate (N-acetylglucosamine 6-O) sulfotransferase 5	ENST00000336257	ENSG00000135702	23563
A_33_P3411313	NA	NA	NA	NA	NA	NA
A_33_P3658861	NA	SNORA26	small nucleolar RNA, H/ACA box 26	NA	NA	NA
A_23_P41948	NM_017785	CCDC99	coiled-coil domain containing 99	ENST00000274631	NA	NA
A_23_P27724	NM_003009	SEPW1	selenoprotein W, 1	ENST00000509570	ENSG00000178980	6415
A_23_P10785	NM_145206	VTI1A	vesicle transport through interaction with t-SNAREs homolog 1A (yeast)	ENST00000393077	ENSG00000151532	143187
A_23_P107587	NM_000271	NPC1	Niemann-Pick disease, type C1	ENST00000412552	NA	NA
3xSLv1	NA	NA	NA	NA	NA	NA
A_23_P160849	NM_004106	FCER1G	Fc fragment of IgE, high affinity I, receptor for; gamma polypeptide	ENST00000289902	ENSG00000158869	2207
A_33_P3265619	NA	NA	NA	NA	NA	NA
A_24_P823684	NM_007355	HSP90AB1	heat shock protein 90kDa alpha (cytosolic), class B member 1	ENST00000371556	NA	NA
A_24_P98006	NM_001040179	MCHR2	melanin-concentrating hormone receptor 2	ENST00000281806	ENSG00000152034	84539
A_21_P0004081	NA	XLOC_004674	NA	ENST00000503218	ENSG00000250674	NA
A_33_P3349404	NM_031413	CECR2	cat eye syndrome chromosome region, candidate 2	ENST00000262608	ENSG00000099954	27443
A_23_P43079	NM_017864	INTS8	integrator complex subunit 8	ENST00000521155	ENSG00000164941	55656
A_23_P217659	NM_001018055	BRCC3	BRCA1/BRCA2-containing complex, subunit 3	ENST00000453705	ENSG00000185515	79184
A_33_P3303444	NM_001133	AFM	afamin	ENST00000226355	ENSG00000079557	173
A_33_P3404749	NM_001103184	FMN1	formin 1	ENST00000334528	ENSG00000248905	342184
A_33_P3704738	NR_026803	FAM74A1	family with sequence similarity 74, member A1	NA	NA	NA
A_23_P126869	NM_016233	PADI3	peptidyl arginine deiminase, type III	ENST00000375460	ENSG00000142619	51702
A_23_P137543	NM_152493	ZNF362	zinc finger protein 362	ENST00000539719	ENSG00000160094	149076
A_23_P374322	NM_153218	LACC1	laccase (multicopper oxidoreductase) domain containing 1	ENST00000325686	ENSG00000179630	144811
A_21_P0001876	NA	XLOC_001517	NA	ENST00000415138	ENSG00000237576	NA
A_23_P113161	NM_030806	C1orf21	chromosome 1 open reading frame 21	ENST00000235307	ENSG00000116667	81563
A_21_P0012360	NR_044991	LINC00229	long intergenic non-protein coding RNA 229	ENST00000443783	ENSG00000234300	NA
A_33_P3270599	NM_213674	TPM2	tropomyosin 2 (beta)	ENST00000329305	ENSG00000198467	7169
A_33_P3330911	NM_003657	BCAS1	breast carcinoma amplified sequence 1	ENST00000395961	ENSG00000064787	8537
A_24_P493287	NA	NA	NA	NA	NA	NA
A_21_P0011326	NA	XLOC_l2_004706	NA	NA	NA	NA
A_21_P0000105	NM_001190478	MTRNR2L5	MT-RNR2-like 5	ENST00000512524	ENSG00000249860	100463289
A_23_P40952	NM_002880	RAF1	v-raf-1 murine leukemia viral oncogene homolog 1	ENST00000442415	ENSG00000132155	5894
A_21_P0011975	NA	XLOC_l2_008321	NA	ENST00000428651	ENSG00000226383	NA
A_19_P00808883	NA	Q7Z2X8	NA	NA	NA	NA
A_23_P45166	NM_007198	PROSC	proline synthetase co-transcribed homolog (bacterial)	ENST00000328195	ENSG00000147471	11212
A_21_P0013807	NA	XLOC_l2_015673	NA	ENST00000456559	NA	NA
A_33_P3224250	NM_001048210	CLCC1	chloride channel CLIC-like 1	ENST00000369971	NA	NA
A_21_P0008920	NA	XLOC_011686	NA	NA	NA	NA
A_21_P0003212	NA	XLOC_003406	NA	NA	NA	NA
A_23_P334608	NM_000181	GUSB	glucuronidase, beta	ENST00000345660	NA	NA
A_23_P53137	NM_000559	HBG1	hemoglobin, gamma A	ENST00000330597	ENSG00000213934	3047
A_24_P166094	NM_001025595	ARFIP1	ADP-ribosylation factor interacting protein 1	ENST00000353617	ENSG00000164144	27236
ERCC-00053_71	NA	NA	NA	NA	NA	NA
A_21_P0013203	NA	XLOC_l2_013427	NA	NA	NA	NA
A_23_P502464	NM_000625	NOS2	nitric oxide synthase 2, inducible	ENST00000313735	ENSG00000007171	4843
A_21_P0003248	NA	XLOC_002773	NA	NA	NA	NA
A_21_P0009821	XR_132670	LOC100652730	uncharacterized LOC100652730	NA	NA	NA
A_33_P3381022	NA	ICMT	isoprenylcysteine carboxyl methyltransferase	ENST00000362035	NA	NA
A_21_P0004336	NA	XLOC_004636	NA	NA	NA	NA
A_21_P0006572	NA	XLOC_008061	NA	NA	NA	NA
A_21_P0008126	NA	XLOC_010517	NA	NA	NA	NA
A_21_P0004410	NA	XLOC_004875	NA	NA	NA	NA
A_23_P593	NM_021639	GPBP1L1	GC-rich promoter binding protein 1-like 1	ENST00000355105	ENSG00000159592	60313
A_33_P3272189	NM_032718	MFSD9	major facilitator superfamily domain containing 9	ENST00000438943	ENSG00000135953	84804
A_23_P112652	NM_015442	CNOT10	CCR4-NOT transcription complex, subunit 10	ENST00000331889	ENSG00000182973	25904
A_21_P0000477	NR_003709	SNORA11B	small nucleolar RNA, H/ACA box 11B (retrotransposed)	NA	NA	NA
A_23_P13907	NM_000618	IGF1	insulin-like growth factor 1 (somatomedin C)	ENST00000481539	ENSG00000017427	3479
A_21_P0001170	NA	XLOC_000982	NA	ENST00000449439	ENSG00000239216	NA
A_33_P3388070	NA	NA	NA	NA	NA	NA
A_33_P3364089	NM_019844	SLCO1B3	solute carrier organic anion transporter family, member 1B3	ENST00000553473	NA	NA
A_21_P0005032	NA	XLOC_005763	NA	NA	NA	NA
A_21_P0007022	NA	XLOC_008963	NA	NA	NA	NA
A_23_P111604	NM_152745	NXPH1	neurexophilin 1	ENST00000405863	ENSG00000122584	30010
A_33_P3226080	NM_207103	C17orf87	chromosome 17 open reading frame 87	ENST00000399600	ENSG00000161929	388325
A_23_P105392	NM_006431	CCT2	chaperonin containing TCP1, subunit 2 (beta)	ENST00000550010	ENSG00000166226	10576
A_23_P126735	NM_000572	IL10	interleukin 10	ENST00000423557	ENSG00000136634	3586
A_33_P3247589	NA	NA	NA	NA	NA	NA
A_24_P930926	NM_004874	BAG4	BCL2-associated athanogene 4	ENST00000287322	ENSG00000156735	9530
ERCC-00081_60	NA	NA	NA	NA	NA	NA
A_33_P3338166	NM_030952	NUAK2	NUAK family, SNF1-like kinase, 2	ENST00000367157	ENSG00000163545	81788
A_23_P118392	NM_016084	RASD1	RAS, dexamethasone-induced 1	ENST00000225688	ENSG00000108551	51655
A_23_P77401	NM_018340	CPPED1	calcineurin-like phosphoesterase domain containing 1	ENST00000433677	ENSG00000103381	55313
A_19_P00319765	NA	XLOC_l2_009762	NA	ENST00000469178	ENSG00000243083	NA
A_21_P0002728	NA	XLOC_002593	NA	ENST00000453361	ENSG00000228956	NA
A_32_P12639	NM_002816	PSMD12	proteasome (prosome, macropain) 26S subunit, non-ATPase, 12	NA	NA	NA
A_33_P3255001	NR_026834	LOC152024	uncharacterized LOC152024	ENST00000432505	ENSG00000224074	NA
ERCC-00062_278	NA	NA	NA	NA	NA	NA
A_21_P0003284	NA	XLOC_003130	NA	NA	NA	NA
A_21_P0005042	NA	XLOC_005784	NA	NA	NA	NA
A_24_P268160	NM_178454	DRAM2	DNA-damage regulated autophagy modulator 2	ENST00000477769	ENSG00000156171	128338
ETG10_13482	NA	NA	NA	NA	NA	NA
A_33_P3230588	NA	NA	NA	NA	NA	NA
A_21_P0008871	NR_024492	FLJ42627	uncharacterized LOC645644	NA	NA	NA
A_21_P0012967	NA	XLOC_l2_011891	NA	ENST00000412295	ENSG00000248103	NA
A_21_P0004981	NA	XLOC_005567	NA	NA	NA	NA
A_23_P12363	NM_005012	ROR1	receptor tyrosine kinase-like orphan receptor 1	ENST00000545203	ENSG00000185483	4919
A_23_P22761	NM_006883	SHOX	short stature homeobox	ENST00000334060	ENSG00000185960	6473
A_21_P0010700	NA	XLOC_l2_000159	NA	ENST00000432922	ENSG00000224592	NA
A_23_P106056	NM_001344	DAD1	defender against cell death 1	ENST00000535847	ENSG00000129562	1603
A_33_P3519223	NA	NA	NA	NA	NA	NA
A_23_P111487	NM_001128853	SRRT	serrate RNA effector molecule homolog (Arabidopsis)	NA	NA	NA
ERCC-00083_214	NA	NA	NA	NA	NA	NA
A_33_P3212188	NM_002333	LRP3	low density lipoprotein receptor-related protein 3	NA	NA	NA
A_23_P11081	NM_003886	AKAP4	A kinase (PRKA) anchor protein 4	ENST00000376064	ENSG00000147081	8852
A_33_P3367106	NR_003242	PFN1P2	profilin 1 pseudogene 2	NA	NA	NA
A_21_P0010868	NA	XLOC_l2_001945	NA	NA	NA	NA
A_33_P3378972	NM_080872	UNC5D	unc-5 homolog D (C. elegans)	ENST00000404895	ENSG00000156687	137970
A_32_P55840	NA	NA	NA	ENST00000377186	ENSG00000204709	NA
A_33_P3366575	NM_018698	NXT2	nuclear transport factor 2-like export factor 2	ENST00000372103	ENSG00000101888	55916
A_23_P95930	NM_003483	HMGA2	high mobility group AT-hook 2	ENST00000403681	ENSG00000149948	8091
A_21_P0013341	NA	XLOC_l2_013931	NA	ENST00000464543	ENSG00000146574	221960
A_21_P0003418	NA	XLOC_003736	NA	ENST00000507949	ENSG00000248991	NA
A_33_P3726064	NR_033879	LOC348761	uncharacterized LOC348761	NA	NA	NA
A_33_P3239102	NA	NA	NA	NA	NA	NA
A_33_P3287690	NA	CNOT2	CCR4-NOT transcription complex, subunit 2	ENST00000551483	ENSG00000111596	4848
A_21_P0010355	NA	XLOC_014215	NA	ENST00000452505	ENSG00000231253	NA
ERCC-00134_68	NA	NA	NA	NA	NA	NA
A_24_P110831	NA	ANO1	anoctamin 1, calcium activated chloride channel	ENST00000316296	ENSG00000131620	55107
A_23_P135669	NM_030958	SLCO5A1	solute carrier organic anion transporter family, member 5A1	ENST00000526750	ENSG00000137571	81796
A_23_P83184	NM_198946	LCN6	lipocalin 6	ENST00000341206	ENSG00000267206	158062
A_23_P12816	NM_018063	HELLS	helicase, lymphoid-specific	ENST00000371332	ENSG00000119969	3070
A_21_P0007598	NA	XLOC_009826	NA	NA	NA	NA
A_33_P3225106	NA	SLITRK2	SLIT and NTRK-like family, member 2	ENST00000370490	ENSG00000185985	84631
A_21_P0007285	NA	XLOC_009303	NA	NA	NA	NA
A_24_P388528	NM_173216	ST6GAL1	ST6 beta-galactosamide alpha-2,6-sialyltranferase 1	ENST00000470633	ENSG00000073849	6480
A_21_P0003137	NM_001190470	MTRNR2L2	MT-RNR2-like 2	ENST00000536684	ENSG00000255823	100463486
A_23_P360990	NM_138812	DYDC1	DPY30 domain containing 1	ENST00000454362	ENSG00000170788	143241
A_33_P3229012	XM_001719844	LOC652586	uncharacterized LOC652586	NA	NA	NA
A_33_P3349774	NM_144703	LSM14B	LSM14B, SCD6 homolog B (S. cerevisiae)	ENST00000370906	NA	NA
A_21_P0014097	XR_108424	LOC100507380	uncharacterized LOC100507380	NA	NA	NA
A_23_P120103	NM_002252	KCNS3	potassium voltage-gated channel, delayed-rectifier, subfamily S, member 3	ENST00000403915	ENSG00000170745	3790
A_33_P3483909	NA	NA	NA	ENST00000355500	ENSG00000110442	29099
A_33_P3247252	NA	NA	NA	NA	NA	NA
A_23_P158829	NM_004313	ARRB2	arrestin, beta 2	ENST00000269260	ENSG00000141480	409
A_33_P3409553	NA	NA	NA	NA	NA	NA
A_23_P398275	NR_027001	LOC388152	uncharacterized LOC388152	NA	NA	NA
A_21_P0010988	NA	XLOC_l2_002423	NA	NA	NA	NA
A_33_P3225327	NM_024524	ATP13A3	ATPase type 13A3	ENST00000310773	NA	NA
A_33_P3276630	NA	DYNLRB2	dynein, light chain, roadblock-type 2	ENST00000338542	ENSG00000168589	83657
A_19_P00316657	NA	P06788	NA	NA	NA	NA
A_23_P108492	NM_138395	MARS2	methionyl-tRNA synthetase 2, mitochondrial	ENST00000499940	NA	NA
A_33_P3392092	NM_001099733	ADCYAP1	adenylate cyclase activating polypeptide 1 (pituitary)	ENST00000400219	NA	NA
A_23_P430411	NA	ITGB2	integrin, beta 2 (complement component 3 receptor 3 and 4 subunit)	ENST00000545414	NA	NA
A_21_P0003293	NA	XLOC_003211	NA	NA	NA	NA
A_33_P3240497	NA	NA	NA	NA	NA	NA
A_23_P136413	NM_016155	MMP17	matrix metallopeptidase 17 (membrane-inserted)	ENST00000360564	ENSG00000198598	4326
A_23_P1173	NM_004132	HABP2	hyaluronan binding protein 2	ENST00000351270	ENSG00000148702	3026
A_21_P0002846	NA	XLOC_003093	NA	ENST00000456335	ENSG00000226302	NA
A_23_P111132	NM_005345	HSPA1A	heat shock 70kDa protein 1A	ENST00000375651	ENSG00000204389	3303
A_32_P157213	NA	NA	NA	NA	NA	NA
A_33_P3227934	NA	LOC100130430	uncharacterized LOC100130430	NA	NA	NA
A_33_P3531373	NA	LOC340340	uncharacterized LOC340340	NA	NA	NA
A_23_P9362	NM_002799	PSMB7	proteasome (prosome, macropain) subunit, beta type, 7	ENST00000259457	ENSG00000136930	5695
ERCC-00012_90	NA	NA	NA	NA	NA	NA
ERCC-00041_75	NA	NA	NA	NA	NA	NA
A_23_P59285	NM_004752	GCM2	glial cells missing homolog 2 (Drosophila)	ENST00000379491	ENSG00000124827	9247
A_21_P0009319	NA	XLOC_012457	NA	NA	NA	NA
A_23_P88249	NM_001077351	RBM23	RNA binding motif protein 23	ENST00000346528	ENSG00000100461	55147
A_23_P93217	NM_153320	SLC22A7	solute carrier family 22 (organic anion transporter), member 7	ENST00000436107	ENSG00000137204	10864
A_33_P3274851	NM_001862	COX5B	cytochrome c oxidase subunit Vb	ENST00000491989	ENSG00000135940	1329
A_23_P103631	NM_006824	EBNA1BP2	EBNA1 binding protein 2	ENST00000236051	ENSG00000117395	10969
A_23_P89431	NM_002982	CCL2	chemokine (C-C motif) ligand 2	ENST00000225831	ENSG00000108691	6347
A_33_P3233565	NM_000375	UROS	uroporphyrinogen III synthase	ENST00000420761	ENSG00000188690	7390
ERCC-00003_63	NA	NA	NA	NA	NA	NA
A_21_P0001079	NA	XLOC_000625	NA	NA	NA	NA
A_21_P0006126	NA	XLOC_007281	NA	NA	NA	NA
A_19_P00318679	NA	XLOC_011510	NA	NA	NA	NA
A_21_P0006099	NA	XLOC_007819	NA	ENST00000446206	ENSG00000237062	NA
A_21_P0007864	NA	XLOC_009948	NA	NA	NA	NA
A_23_P115366	NM_016308	CMPK1	cytidine monophosphate (UMP-CMP) kinase 1, cytosolic	ENST00000371873	ENSG00000162368	51727
A_33_P3387115	NA	NA	NA	ENST00000409845	ENSG00000222017	NA
A_23_P49338	NM_016639	TNFRSF12A	tumor necrosis factor receptor superfamily, member 12A	ENST00000341627	ENSG00000006327	51330
A_21_P0010751	NA	XLOC_l2_000727	NA	ENST00000447500	ENSG00000230092	NA
A_23_P118690	NM_001032293	ZNF207	zinc finger protein 207	ENST00000394673	ENSG00000010244	7756
A_33_P3252043	NM_000918	P4HB	prolyl 4-hydroxylase, beta polypeptide	ENST00000331483	ENSG00000185624	5034
A_33_P3240602	NA	IGFL2	IGF-like family member 2	NA	NA	NA
A_23_P163161	NM_020195	SDR39U1	short chain dehydrogenase/reductase family 39U, member 1	ENST00000556707	ENSG00000100445	56948
A_23_P120414	NM_003404	YWHAB	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, beta polypeptide	ENST00000372839	ENSG00000166913	7529
A_24_P106624	NM_005924	MEOX2	mesenchyme homeobox 2	ENST00000262041	ENSG00000106511	4223
A_33_P3332126	NA	SCLY	selenocysteine lyase	ENST00000409736	ENSG00000132330	51540
A_19_P00319311	NA	Q7VLF4	NA	NA	NA	NA
A_21_P0001413	NA	XLOC_000545	NA	NA	NA	NA
A_33_P3340961	NA	SH3GL3	SH3-domain GRB2-like 3	NA	NA	NA
A_23_P104054	NM_016227	C1orf9	chromosome 1 open reading frame 9	ENST00000367723	ENSG00000094975	51430
A_21_P0000673	NR_036753	ZNF847P	zinc finger protein 847, pseudogene	NA	NA	NA
A_23_P11279	NM_018466	ALG13	asparagine-linked glycosylation 13 homolog (S. cerevisiae)	NA	NA	NA
A_21_P0002608	NA	XLOC_001641	NA	NA	NA	NA
A_21_P0000197	NM_021064	HIST1H2AG	histone cluster 1, H2ag	NA	NA	NA
A_21_P0006461	NA	XLOC_008221	NA	ENST00000454625	ENSG00000234493	NA
A_23_P113393	NM_017413	APLN	apelin	ENST00000307484	NA	NA
A_21_P0014260	XR_109037	LOC100507109	uncharacterized LOC100507109	NA	NA	NA
A_23_P168229	NM_030810	TXNDC5	thioredoxin domain containing 5 (endoplasmic reticulum)	ENST00000439343	ENSG00000259040	NA
A_21_P0013461	NA	XLOC_l2_014077	NA	ENST00000458645	ENSG00000182648	NA
A_24_P343095	NM_000791	DHFR	dihydrofolate reductase	NA	NA	NA
A_24_P302695	NM_145212	MRPL30	mitochondrial ribosomal protein L30	ENST00000465432	ENSG00000185414	51263
A_33_P3344991	NA	TBC1D3	TBC1 domain family, member 3	ENST00000519496	NA	NA
ERCC-00154_60	NA	NA	NA	NA	NA	NA
A_24_P79617	NM_014656	KIAA0040	KIAA0040	NA	NA	NA
A_23_P31798	NM_000015	NAT2	N-acetyltransferase 2 (arylamine N-acetyltransferase)	ENST00000286479	ENSG00000156006	10
A_19_P00319561	NR_024582	JPX	NA	NA	NA	NA
A_23_P93623	NM_004231	ATP6V1F	ATPase, H+ transporting, lysosomal 14kDa, V1 subunit F	ENST00000249289	ENSG00000128524	9296
A_21_P0007220	NA	SYT12	synaptotagmin XII	ENST00000393946	ENSG00000173227	91683
A_21_P0003682	NA	ADAM29	ADAM metallopeptidase domain 29	ENST00000507969	ENSG00000168594	11086
A_21_P0001263	NA	XLOC_000055	NA	NA	NA	NA
A_21_P0006801	NA	XLOC_008989	NA	ENST00000454492	ENSG00000234640	NA
A_33_P3367301	NM_152219	GJD3	gap junction protein, delta 3, 31.9kDa	NA	NA	NA
A_23_P118435	NM_006937	SUMO2	SMT3 suppressor of mif two 3 homolog 2 (S. cerevisiae)	ENST00000508743	ENSG00000248278	NA
A_24_P117029	NM_000527	LDLR	low density lipoprotein receptor	NA	NA	NA
ERCC-00077_121	NA	NA	NA	NA	NA	NA
A_21_P0014840	XR_132706	LOC100507630	uncharacterized LOC100507630	NA	NA	NA
A_33_P3314421	NA	NA	NA	NA	NA	NA
A_21_P0009454	NA	XLOC_012625	NA	NA	NA	NA
A_23_P361940	NM_003874	CD84	CD84 molecule	NA	NA	NA
A_23_P108922	NA	MOB1A	MOB kinase activator 1A	ENST00000396049	ENSG00000114978	55233
A_21_P0013778	NA	XLOC_l2_015578	NA	ENST00000423738	ENSG00000196440	100131755
A_23_P107073	NM_002945	RPA1	replication protein A1, 70kDa	ENST00000254719	ENSG00000132383	6117
A_23_P138680	NM_172200	IL15RA	interleukin 15 receptor, alpha	ENST00000379972	ENSG00000134470	3601
A_19_P00317872	NR_003367	PVT1	NA	NA	NA	NA
A_23_P52058	NM_005646	TARBP1	TAR (HIV-1) RNA binding protein 1	ENST00000471918	ENSG00000059588	6894
A_21_P0007884	NA	XLOC_010135	NA	NA	NA	NA
A_21_P0013133	NA	XLOC_l2_012605	NA	ENST00000435946	ENSG00000223786	NA
A_23_P115036	NM_014652	IPO13	importin 13	ENST00000372339	ENSG00000117408	9670
A_21_P0008970	NA	XLOC_011789	NA	NA	NA	NA
A_23_P64712	NM_024809	TCTN2	tectonic family member 2	ENST00000426174	ENSG00000168778	79867
A_23_P121695	NM_006419	CXCL13	chemokine (C-X-C motif) ligand 13	ENST00000286758	ENSG00000156234	10563
ERCC-00168_248	NA	NA	NA	NA	NA	NA
A_33_P3418130	NM_145052	UPRT	uracil phosphoribosyltransferase (FUR1) homolog (S. cerevisiae)	ENST00000373373	ENSG00000094841	139596
A_19_P00800006	NA	Q59GX9	NA	NA	NA	NA
A_21_P0008531	NA	XLOC_010996	NA	NA	NA	NA
A_21_P0001992	NA	XLOC_001947	NA	ENST00000437610	ENSG00000228391	NA
A_23_P410224	NM_001145020	C6orf52	chromosome 6 open reading frame 52	ENST00000379586	ENSG00000137434	347744
A_21_P0011031	NA	XLOC_l2_002729	NA	ENST00000513207	ENSG00000251323	NA
A_33_P3415596	NA	LOC400499	uncharacterized LOC400499	NA	NA	NA
A_32_P516818	NM_001243729	C3orf55	chromosome 3 open reading frame 55	ENST00000312275	ENSG00000174899	152078
A_32_P528967	NM_153708	RTP1	receptor (chemosensory) transporter protein 1	ENST00000312295	ENSG00000175077	132112
A_23_P94819	NM_006987	RPH3AL	rabphilin 3A-like (without C2 domains)	NA	NA	NA
A_33_P3360555	NM_018337	ZNF444	zinc finger protein 444	ENST00000337080	ENSG00000167685	55311
A_21_P0012785	NA	1/2-SBSRNA4	lncRNA_BC009800	NA	NA	NA
ERCC-00117_139	NA	NA	NA	NA	NA	NA
ERCC-00051_60	NA	NA	NA	NA	NA	NA
A_33_P3344690	NR_024496	LOC442421	uncharacterized LOC442421	NA	NA	NA
A_33_P3254096	NM_015886	PI15	peptidase inhibitor 15	ENST00000260113	ENSG00000137558	51050
A_24_P366607	NM_203451	SERTM1	serine-rich and transmembrane domain containing 1	ENST00000315190	ENSG00000180440	400120
A_23_P500799	NM_001226	CASP6	caspase 6, apoptosis-related cysteine peptidase	ENST00000505117	ENSG00000138794	839
A_23_P366098	NM_207308	NUP210L	nucleoporin 210kDa-like	ENST00000271854	ENSG00000143552	91181
A_33_P3404546	NM_001098623	OBSCN	obscurin, cytoskeletal calmodulin and titin-interacting RhoGEF	ENST00000441106	NA	NA
A_23_P82523	NM_000927	ABCB1	ATP-binding cassette, sub-family B (MDR/TAP), member 1	ENST00000475929	ENSG00000085563	5243
A_21_P0000536	NM_147128	ZNRF2	zinc and ring finger 2	ENST00000323037	ENSG00000180233	223082
A_33_P3281139	NA	ZC3H13	zinc finger CCCH-type containing 13	ENST00000378921	NA	NA
A_23_P500130	NM_153186	KANK1	KN motif and ankyrin repeat domains 1	ENST00000382289	ENSG00000107104	23189
A_33_P3548190	NR_034024	LINC00347	long intergenic non-protein coding RNA 347	NA	NA	NA
A_23_P216017	NM_004901	ENTPD4	ectonucleoside triphosphate diphosphohydrolase 4	ENST00000523958	ENSG00000197217	9583
A_32_P440768	NR_002710	ALOX12P2	arachidonate 12-lipoxygenase pseudogene 2	NA	NA	NA
A_33_P3395369	NM_001634	AMD1	adenosylmethionine decarboxylase 1	ENST00000368877	ENSG00000123505	262
A_24_P62615	NM_006367	CAP1	CAP, adenylate cyclase-associated protein 1 (yeast)	ENST00000372792	ENSG00000131236	10487
A_32_P72341	NM_173084	TRIM59	tripartite motif containing 59	ENST00000309784	ENSG00000213186	286827
A_23_P309701	NM_002828	PTPN2	protein tyrosine phosphatase, non-receptor type 2	ENST00000309660	ENSG00000175354	5771
A_21_P0013984	NM_001005353	AK4	adenylate kinase 4	ENST00000438686	NA	NA
A_33_P3271990	NM_012079	DGAT1	diacylglycerol O-acyltransferase 1	ENST00000525023	ENSG00000254690	NA
A_23_P100203	NM_001537	HSBP1	heat shock factor binding protein 1	ENST00000433866	ENSG00000230989	3281
A_21_P0006739	NA	XLOC_008745	NA	ENST00000433460	ENSG00000230109	NA
A_21_P0004477	NA	XLOC_005110	NA	NA	NA	NA
A_21_P0002736	NA	XLOC_002612	NA	ENST00000424786	ENSG00000226320	NA
A_23_P375566	NM_178509	STXBP4	syntaxin binding protein 4	ENST00000299341	NA	NA
A_23_P100392	NM_007108	TCEB2	transcription elongation factor B (SIII), polypeptide 2 (18kDa, elongin B)	ENST00000409906	ENSG00000103363	6923
A_23_P161446	NM_001494	GDI2	GDP dissociation inhibitor 2	ENST00000479928	ENSG00000057608	2665
A_33_P3233978	NM_178150	FBXO18	F-box protein, helicase, 18	ENST00000544954	NA	NA
A_21_P0002073	NA	XLOC_002217	NA	ENST00000422600	ENSG00000237837	NA
A_33_P3239152	NM_024816	RABEP2	rabaptin, RAB GTPase binding effector protein 2	ENST00000358201	ENSG00000177548	79874
A_23_P156319	NM_015315	LARP1	La ribonucleoprotein domain family, member 1	ENST00000336314	ENSG00000155506	23367
A_23_P106933	NM_052956	ACSM1	acyl-CoA synthetase medium-chain family member 1	ENST00000520010	ENSG00000166743	116285
A_33_P3385782	NM_182633	ZNF713	zinc finger protein 713	NA	NA	NA
A_33_P3284888	NM_198989	DLEU7	deleted in lymphocytic leukemia, 7	ENST00000335465	NA	NA
A_33_P3232280	NM_018164	C12orf11	chromosome 12 open reading frame 11	ENST00000261190	NA	NA
A_23_P50646	NM_001193621	LOC390940	uncharacterized protein ENSP00000244321	NA	NA	NA
A_33_P3306715	NM_001164446	C6orf132	chromosome 6 open reading frame 132	ENST00000341865	ENSG00000188112	647024
A_23_P117734	NM_152449	LYSMD4	LysM, putative peptidoglycan-binding, domain containing 4	ENST00000545021	ENSG00000183060	145748
A_21_P0007496	XR_110323	LOC100507498	uncharacterized LOC100507498	NA	NA	NA
ERCC-00158_78	NA	NA	NA	NA	NA	NA
ERCC-00039_95	NA	NA	NA	NA	NA	NA
ERCC-00054_84	NA	NA	NA	NA	NA	NA
A_33_P3265394	NA	WDR74	WD repeat domain 74	ENST00000538098	ENSG00000133316	54663
A_21_P0003753	NA	XLOC_004023	NA	NA	NA	NA
A_24_P658584	NM_015278	SASH1	SAM and SH3 domain containing 1	ENST00000367467	ENSG00000111961	23328
A_33_P3217356	NM_001194986	LOC388630	UPF0632 protein A	ENST00000371865	NA	NA
A_33_P3383226	NM_000174	GP9	glycoprotein IX (platelet)	ENST00000307395	ENSG00000169704	2815
